2025-11-12 19:10:00,,28.90
2025-11-12 19:10:10,,23.40
2025-11-12 19:10:20,,29.30
2025-11-12 19:10:30,,25.30
2025-11-12 19:10:41,,29.40
2025-11-12 19:10:51,,25.20
2025-11-12 19:11:01,,23.30
2025-11-12 19:11:11,,24.80
2025-11-12 19:11:21,,23.00
2025-11-12 19:11:31,,23.10
2025-11-12 19:11:31,12,12
2025-11-12 19:11:41,,24.00
2025-11-12 19:11:51,,28.70
2025-11-12 19:12:01,,25.00
2025-11-12 19:12:11,,26.10
2025-11-12 19:12:21,,29.00
2025-11-12 19:12:31,,28.30
2025-11-12 19:12:42,,23.10
2025-11-12 19:12:52,,23.00
2025-11-12 19:13:02,,22.70
2025-11-12 19:13:12,,29.00
2025-11-12 19:13:22,,25.60
2025-11-12 19:13:32,,26.20
2025-11-12 19:13:42,,26.50
2025-11-12 19:13:52,,25.50
2025-11-12 19:14:02,,29.90
2025-11-12 19:14:12,,28.40
2025-11-12 19:14:22,,28.60
2025-11-12 19:14:32,,24.80
2025-11-12 19:14:42,,25.80
2025-11-12 19:14:52,,24.60
2025-11-12 19:15:02,,28.60
2025-11-12 19:15:12,,29.00
2025-11-12 19:15:22,,25.30
2025-11-12 19:15:33,,26.40
2025-11-12 19:15:43,,27.00
2025-11-12 19:15:53,,24.80
2025-11-12 19:16:03,,23.30
2025-11-12 19:16:13,,26.00
2025-11-12 19:16:23,,20.80
2025-11-12 19:16:33,,26.80
2025-11-12 19:16:43,,27.60
2025-11-12 19:16:53,,23.50
2025-11-12 19:17:03,,21.90
2025-11-12 19:17:13,,20.90
2025-11-12 19:17:23,,29.60
2025-11-12 19:17:33,,29.40
2025-11-12 19:17:43,,26.10
2025-11-12 19:17:53,,22.40
2025-11-12 19:18:03,,22.30
2025-11-12 19:18:13,,20.90
2025-11-12 19:18:23,,25.10
2025-11-12 19:18:33,,23.90
2025-11-12 19:18:44,,22.60
2025-11-12 19:18:54,,23.00
2025-11-12 19:19:04,,24.60
2025-11-12 19:19:14,,28.20
2025-11-12 19:19:24,,24.00
2025-11-12 19:19:34,,27.60
2025-11-12 19:19:44,,29.50
2025-11-12 19:19:54,,24.70
2025-11-12 19:20:04,,26.90
2025-11-12 19:20:14,,27.00
2025-11-12 19:20:24,,20.50
2025-11-12 19:20:34,,23.00
2025-11-12 19:20:44,,20.20
2025-11-12 19:20:54,,22.10
2025-11-12 19:21:04,,26.50
2025-11-12 19:21:14,,24.90
2025-11-12 19:21:24,,24.70
2025-11-12 19:21:35,,25.30
2025-11-12 19:21:45,,20.30
2025-11-12 19:21:55,,20.40
2025-11-12 19:22:05,,22.20
2025-11-12 19:22:15,,26.90
2025-11-12 19:22:25,,28.80
2025-11-12 19:22:35,,25.20
2025-11-12 19:22:45,,23.70
2025-11-12 19:22:55,,21.30
2025-11-12 19:23:05,,25.80
2025-11-12 19:23:15,,21.10
2025-11-12 19:23:25,,29.90
2025-11-12 19:23:35,,28.60
2025-11-12 19:23:45,,29.20
2025-11-12 19:23:56,,23.00
2025-11-12 19:24:06,,21.90
2025-11-12 19:24:16,,21.60
2025-11-12 19:24:26,,20.20
2025-11-12 19:24:36,,25.50
2025-11-12 19:24:46,,23.90
2025-11-12 19:24:56,,27.30
2025-11-12 19:25:06,,28.10
2025-11-12 19:25:16,,25.10
2025-11-12 19:25:26,,23.70
2025-11-12 19:25:36,,24.90
2025-11-12 19:25:46,,26.00
2025-11-12 19:25:56,,21.30
2025-11-12 19:26:06,,26.10
2025-11-12 19:26:16,,25.80
2025-11-12 19:26:26,,28.00
2025-11-12 19:26:37,,29.30
2025-11-12 19:26:47,,27.30
2025-11-12 19:26:57,,28.90
2025-11-12 19:27:07,,20.80
2025-11-12 19:27:17,,29.60
2025-11-12 19:27:27,,22.10
2025-11-12 19:27:37,,20.10
2025-11-12 19:27:47,,21.80
2025-11-12 19:27:57,,24.80
2025-11-12 19:28:07,,25.80
2025-11-12 19:28:17,,29.00
2025-11-12 19:28:27,,24.00
2025-11-12 19:28:37,,29.80
2025-11-12 19:28:47,,20.50
2025-11-12 19:28:57,,21.00
2025-11-12 19:29:07,,28.70
2025-11-12 19:29:17,,29.80
2025-11-12 19:29:27,,21.70
2025-11-12 19:29:37,,22.50
2025-11-12 19:29:48,,27.40
2025-11-12 19:29:58,,29.10
2025-11-12 19:30:08,,21.80
2025-11-12 19:30:18,,27.10
2025-11-12 19:30:28,,27.60
2025-11-12 19:30:38,,25.00
2025-11-12 19:30:48,,27.80
2025-11-12 19:30:58,,24.20
2025-11-12 19:31:08,,29.70
2025-11-12 19:31:18,,21.20
2025-11-12 19:31:28,,24.90
2025-11-12 19:31:38,,22.90
2025-11-12 19:31:48,,24.40
2025-11-12 19:31:58,,25.00
2025-11-12 19:32:08,,20.80
2025-11-12 19:32:18,,29.30
2025-11-12 19:32:28,,28.50
2025-11-12 19:32:38,,27.40
2025-11-12 19:32:48,,29.90
2025-11-12 19:33:25,,23.10
2025-11-12 19:33:26,,27.10
2025-11-12 19:33:27,,23.90
2025-11-12 19:33:28,,29.70
2025-11-12 19:33:29,,22.60
2025-11-12 19:33:30,,20.20
2025-11-12 19:33:31,,25.90
2025-11-12 19:33:32,,29.00
2025-11-12 19:33:33,,21.10
2025-11-12 19:33:34,,25.30
2025-11-12 19:33:35,,22.20
2025-11-12 19:33:36,,20.10
2025-11-12 19:33:37,,29.80
2025-11-12 19:33:38,,28.20
2025-11-12 19:33:39,,28.50
2025-11-12 19:33:40,,25.20
2025-11-12 19:33:41,,29.20
2025-11-12 19:33:42,,28.60
2025-11-12 19:33:43,,25.50
2025-11-12 19:33:44,,20.20
2025-11-12 19:33:45,,22.50
2025-11-12 19:33:46,,20.60
2025-11-12 19:33:48,,28.90
2025-11-12 19:33:49,,20.10
2025-11-12 19:33:50,,27.50
2025-11-12 19:33:51,,23.10
2025-11-12 19:33:52,,28.70
2025-11-12 19:33:53,,27.80
2025-11-12 19:33:54,,25.30
2025-11-12 19:33:55,,29.10
2025-11-12 19:33:56,,24.30
2025-11-12 19:33:57,,27.60
2025-11-12 19:33:58,,29.30
2025-11-12 19:33:59,,25.30
2025-11-12 19:34:00,,28.20
2025-11-12 19:34:01,,28.60
2025-11-12 19:34:02,,29.50
2025-11-12 19:34:03,,29.80
2025-11-12 19:34:05,,24.40
2025-11-12 19:34:06,,22.40
2025-11-12 19:34:07,,24.40
2025-11-12 19:34:08,,29.20
2025-11-12 19:34:09,,23.60
2025-11-12 19:34:10,,21.20
2025-11-12 19:34:11,,27.40
2025-11-12 19:34:12,,28.10
2025-11-12 19:34:13,,21.80
2025-11-12 19:34:14,,20.40
2025-11-12 19:34:15,,22.60
2025-11-12 19:34:16,,27.30
2025-11-12 19:34:17,,22.80
2025-11-12 19:34:18,,22.70
2025-11-12 19:34:19,,28.20
2025-11-12 19:34:20,,24.80
2025-11-12 19:34:21,,22.30
2025-11-12 19:34:23,,26.70
2025-11-12 19:34:24,,22.30
2025-11-12 19:34:25,,21.90
2025-11-12 19:34:26,,28.00
2025-11-12 19:34:27,,28.70
2025-11-12 19:34:28,,22.50
2025-11-12 19:34:29,,26.10
2025-11-12 19:34:30,,22.20
2025-11-12 19:34:31,,27.40
2025-11-12 19:34:32,,20.20
2025-11-12 19:34:33,,20.40
2025-11-12 19:34:34,,25.10
2025-11-12 19:34:35,,26.30
2025-11-12 19:34:36,,27.50
2025-11-12 19:34:37,,22.10
2025-11-12 19:34:38,,21.10
2025-11-12 19:34:39,,22.20
2025-11-12 19:34:41,,23.40
2025-11-12 19:34:42,,25.30
2025-11-12 19:34:43,,24.20
2025-11-12 19:34:44,,26.30
2025-11-12 19:34:45,,26.30
2025-11-12 19:34:46,,28.80
2025-11-12 19:34:47,,20.80
2025-11-12 19:34:48,,24.00
2025-11-12 19:34:49,,21.60
2025-11-12 19:34:50,,21.00
2025-11-12 19:34:51,,24.40
2025-11-12 19:34:52,,28.80
2025-11-12 19:34:53,,25.80
2025-11-12 19:34:54,,25.20
2025-11-12 19:34:55,,23.50
2025-11-12 19:34:56,,27.40
2025-11-12 19:34:57,,24.90
2025-11-12 19:34:58,,28.20
2025-11-12 19:34:59,,27.70
2025-11-12 19:35:01,,20.70
2025-11-12 19:35:02,,23.20
2025-11-12 19:35:03,,27.60
2025-11-12 19:35:04,,29.60
2025-11-12 19:35:05,,27.80
2025-11-12 19:35:06,,22.00
2025-11-12 19:35:07,,25.70
2025-11-12 19:35:08,,25.50
2025-11-12 19:35:09,,25.50
2025-11-12 19:35:10,,22.80
2025-11-12 19:35:11,,28.40
2025-11-12 19:35:12,,21.10
2025-11-12 19:35:13,,23.40
2025-11-12 19:35:14,,22.90
2025-11-12 19:35:15,,26.60
2025-11-12 19:35:16,,22.00
2025-11-12 19:35:18,,28.40
2025-11-12 19:35:19,,25.80
2025-11-12 19:35:20,,21.70
2025-11-12 19:35:21,,22.70
2025-11-12 19:35:22,,27.90
2025-11-12 19:35:23,,22.50
2025-11-12 19:35:24,,29.20
2025-11-12 19:35:25,,24.00
2025-11-12 19:35:26,,26.00
2025-11-12 19:35:27,,20.70
2025-11-12 19:35:28,,27.40
2025-11-12 19:35:29,,29.00
2025-11-12 19:38:13,,27.50
2025-11-12 19:38:15,,20.00
2025-11-12 19:38:16,,27.50
2025-11-12 19:38:17,,25.70
2025-11-12 19:38:18,,27.30
2025-11-12 19:38:19,,25.80
2025-11-12 19:38:20,,20.60
2025-11-12 19:38:21,,26.50
2025-11-12 19:38:22,,28.90
2025-11-12 19:38:23,,28.20
2025-11-12 19:38:24,,22.30
2025-11-12 19:38:25,,20.20
2025-11-12 19:38:26,,26.70
2025-11-12 19:38:27,,27.00
2025-11-12 19:38:28,,27.70
2025-11-12 19:38:29,,22.10
2025-11-12 19:38:30,,22.90
2025-11-12 19:38:31,,27.00
2025-11-12 19:38:32,,29.80
2025-11-12 19:38:33,,28.70
2025-11-12 19:39:10,,20.40
2025-11-12 20:09:10,,20.70
2025-11-12 20:39:12,,27.00
2025-11-12 21:09:13,,27.10
2025-11-12 21:39:14,,27.10
2025-11-12 22:09:15,,20.90
2025-11-12 22:39:15,,27.60
2025-11-12 23:09:15,,29.20
2025-11-12 23:39:15,,22.50
2025-11-13 00:09:16,,27.20
2025-11-13 00:39:17,,21.30
2025-11-13 01:09:17,,22.60
2025-11-13 01:39:33,,24.30
2025-11-13 02:09:28,,29.00
2025-11-13 03:09:40,,24.90
2025-11-13 03:39:40,,29.00
2025-11-13 04:09:45,,25.60
2025-11-13 04:39:45,,20.90
2025-11-13 05:09:46,,20.90
2025-11-13 05:39:50,,24.80
2025-11-13 06:09:51,,23.70
2025-11-13 06:39:51,,22.70
2025-11-13 07:09:54,,27.20
2025-11-13 08:10:08,,27.50
2025-11-13 08:40:16,,20.10
2025-11-13 09:40:24,,29.20
2025-11-13 10:10:24,,20.10
2025-11-13 10:40:42,,26.30
2025-11-13 11:10:31,,22.50
2025-11-13 11:40:34,,26.90
2025-11-13 12:10:40,,23.50
2025-11-13 13:40:58,,24.10
2025-11-13 17:11:32,,22.70
2025-11-13 17:41:35,,29.40
2025-11-13 18:11:36,,20.40
2025-11-13 18:41:39,,25.10
2025-11-13 19:11:39,,23.90
2025-11-13 19:41:47,,22.90
2025-11-13 20:41:50,,29.30
2025-11-13 21:12:01,,21.70
2025-11-13 22:42:08,,21.90
2025-11-13 23:12:11,,29.80
2025-11-14 00:42:24,,22.60
2025-11-14 01:12:26,,24.80
2025-11-14 02:12:32,,26.80
2025-11-14 03:43:07,,25.00
2025-11-14 04:12:52,,21.70
2025-11-14 04:42:54,,27.70
2025-11-14 05:42:59,,21.60
2025-11-14 06:12:59,,20.60
2025-11-14 06:43:02,,28.30
2025-11-14 07:13:02,,25.40
2025-11-14 14:42:06,,26.60
2025-11-14 15:12:06,,25.30
2025-11-14 15:42:07,,23.10
2025-11-14 16:12:08,,21.90
2025-11-14 16:42:09,,28.80
2025-11-14 17:12:09,,23.10
2025-11-14 17:42:10,,23.80
2025-11-14 18:12:10,,28.20
2025-11-17 17:57:24,0.05,2
2025-11-17 17:57:30,0.05,2
2025-11-17 17:57:33,0.05,2
2025-11-17 17:57:40,0.05,2
2025-11-17 19:48:27,,26.60
2025-11-17 20:18:28,,24.20
2025-11-17 20:48:28,,20.50
2025-11-17 21:18:28,,28.00
2025-11-17 21:48:28,,21.00
2025-11-17 22:18:29,,23.60
2025-11-17 22:48:29,,29.10
2025-11-17 23:48:34,,29.30
2025-11-18 00:18:34,,27.10
2025-11-18 00:48:35,,25.50
2025-11-18 01:18:38,,21.40
2025-11-18 01:48:40,,25.30
2025-11-18 02:18:41,,27.90
2025-11-18 02:48:41,,20.80
2025-11-18 03:18:41,,29.00
2025-11-18 03:48:42,,29.50
2025-11-18 04:18:42,,29.40
2025-11-18 04:48:43,,26.90
2025-11-18 05:18:43,,24.80
2025-11-18 05:48:44,,23.20
2025-11-18 06:18:45,,27.10
2025-11-18 06:48:45,,23.20
2025-11-18 07:18:46,,21.00
2025-11-18 07:48:47,,26.40
2025-11-18 08:18:48,,20.90
2025-11-18 08:48:48,,26.40
2025-11-18 09:18:49,,22.70
2025-11-18 09:48:53,,20.30
2025-11-18 10:18:54,,25.50
2025-11-18 10:48:54,,24.30
2025-11-18 11:18:54,,21.70
2025-11-18 11:48:54,,27.40
2025-11-18 12:49:00,,24.30
2025-11-18 13:19:00,,23.80
2025-11-18 13:49:00,,20.70
2025-11-18 14:19:02,,27.20
2025-11-18 14:49:02,,24.10
2025-11-18 15:19:03,,25.80
2025-11-18 15:49:03,,22.10
2025-11-18 16:19:04,,24.80
2025-11-18 16:49:05,,27.80
2025-11-18 17:19:05,,27.20
2025-11-18 17:49:07,,26.60
2025-11-18 18:19:07,,22.40
2025-11-18 18:49:07,,20.90
